"code","number","edition","character","series","quality","obtainedDate","obtainedTimestamp","burnValue","dye.code","dye.name","frame","morphed","trimmed","tag","alias","wishlists","fights","dropQuality","dropper","grabber","guild","worker.effort","worker.style","worker.purity","worker.grabber","worker.dropper","worker.quickness","worker.toughness","worker.vanity","worker.recoveryDate","worker.recoveryTimestamp"
"v2cswm3","56879","1","Thunder Dragon","Yu-Gi-Oh! Duel Monsters","2","Wed, 08 Nov 2023 18:42:25 GMT","1699468945021","6","","","","No","No","burn","","1","0","2","353718806025207808","353718806025207808","1094118704247209987","4","F","S","S","S","B","F","D","",""
"v2c7gg6","8410","4","Tanjirou Kamado","Demon Slayer: Kimetsu no Yaiba","2","Wed, 08 Nov 2023 17:43:30 GMT","1699465410622","91","","","","No","No","bignumber","","5480","0","2","353718806025207808","353718806025207808","1094118704247209987","49","F","S","S","S","A","F","D","",""
"v2cd068","13035","3","Akako Onigashima","Komi-san wa, Komyushou desu.","1","Wed, 08 Nov 2023 16:47:43 GMT","1699462063792","18","","","","No","No","anime","","1","0","1","353718806025207808","353718806025207808","1094118704247209987","13","F","S","S","S","A","F","D","",""
"v2ct92v","24427","1","Mittelt","High School DxD","2","Wed, 08 Nov 2023 16:11:34 GMT","1699459894966","17","","","","No","No","burn","","1","0","2","353718806025207808","353718806025207808","1094118704247209987","8","F","S","S","S","A","F","D","",""
"v2ct0q0","59345","1","Kentarou Seto","Kuroko's Basketball 2","1","Wed, 08 Nov 2023 14:51:47 GMT","1699455107706","2","","","","No","No","anime","","1","0","1","353718806025207808","353718806025207808","1094118704247209987","1","F","S","S","S","B","F","D","",""
"v2clkhh","20837","2","Maria Slime","Edens Zero","2","Wed, 08 Nov 2023 13:28:01 GMT","1699450081173","29","","","","No","No","burn","","1","0","2","353718806025207808","353718806025207808","1094118704247209987","15","F","S","S","S","A","F","D","",""
"v2c9nbc","59051","1","Shoukichi Naruko","Yowamushi Pedal","0","Wed, 08 Nov 2023 11:58:36 GMT","1699444716922","1","","","","No","No","burn","","3","0","0","353718806025207808","353718806025207808","1094118704247209987","0","F","S","S","S","B","F","D","",""
"v2cfqh9","59038","1","Angel Charlotte","One Piece","3","Wed, 08 Nov 2023 10:34:12 GMT","1699439652272","18","","","","No","No","anime","","1","0","3","353718806025207808","353718806025207808","1094118704247209987","13","F","S","S","S","A","F","D","",""
"v2cg910","58864","1","Mangetsu Kohinata","Granbelm","3","Wed, 08 Nov 2023 10:04:00 GMT","1699437840314","10","","","","No","No","pink","","1","0","3","353718806025207808","353718806025207808","1094118704247209987","6","F","S","S","S","S","F","D","",""
"v2cg8n1","58901","1","Ash's Charizard","Pokémon","3","Wed, 08 Nov 2023 09:22:07 GMT","1699435327663","76","","","","No","No","game","","23","0","3","353718806025207808","353718806025207808","1094118704247209987","41","F","S","S","S","A","F","D","",""
"v2cg04l","59023","1","Keel Lorenz","Neon Genesis Evangelion","2","Wed, 08 Nov 2023 08:48:30 GMT","1699433310674","5","","","","No","No","burn","","1","0","2","353718806025207808","353718806025207808","1094118704247209987","1","F","S","S","S","A","F","D","",""
"v2c3lbz","3265","5","Saya Kisaragi","Blood-C","2","Wed, 08 Nov 2023 08:04:08 GMT","1699430648382","62","","","","No","No","bignumber","","56","0","2","353718806025207808","353718806025207808","1094118704247209987","33","F","S","S","S","F","F","D","",""
"v2crp47","58934","1","Souya Kuroi","Planet With","4","Wed, 08 Nov 2023 07:33:17 GMT","1699428797049","12","","","","No","No","burn","","1","0","4","353718806025207808","353718806025207808","1094118704247209987","5","F","S","S","S","B","F","D","",""
"v2crpst","930","3","Leely","Farming Life in Another World","2","Wed, 08 Nov 2023 07:01:18 GMT","1699426878265","52","","","","No","No","lownumber","","0","0","2","353718806025207808","353718806025207808","1094118704247209987","28","F","S","S","S","A","F","D","",""
"v2cr1bj","3404","5","Brynhildr","Fate/Prototype: Sougin no Fragments","1","Wed, 08 Nov 2023 06:29:42 GMT","1699424982309","27","","","","No","No","burn","","12","0","1","353718806025207808","353718806025207808","1094118704247209987","15","F","S","S","S","S","F","D","",""
"v2cr342","58989","1","Senor Pink","One Piece","4","Wed, 08 Nov 2023 05:58:32 GMT","1699423112408","72","","","","No","No","anime","","12","0","4","353718806025207808","353718806025207808","1094118704247209987","40","F","S","S","S","S","F","D","",""
"v2cp3td","59317","1","Kirihito","Night Wizard","2","Wed, 08 Nov 2023 05:16:56 GMT","1699420616401","2","","","","No","No","burn","","0","0","2","353718806025207808","353718806025207808","1094118704247209987","1","F","S","S","S","A","F","D","",""
"v2c43bw","6145","3","Raven","Fire Emblem: The Blazing Blade","1","Wed, 08 Nov 2023 04:44:31 GMT","1699418671825","14","","","","No","No","game","","1","0","1","353718806025207808","353718806025207808","1094118704247209987","8","F","S","S","S","S","F","D","",""
"v2cpr8g","58891","1","Neil","Fullmetal Alchemist: Brotherhood","2","Wed, 08 Nov 2023 04:22:10 GMT","1699417330471","7","","","","No","No","burn","","0","0","2","405795845443682317","353718806025207808","876904008319643699","4","F","S","S","F","C","F","D","",""
"v2c4nv2","48622","1","Maeda Yoshinobu","MARS RED","2","Wed, 08 Nov 2023 04:08:48 GMT","1699416528200","3","","","","No","No","burn","","1","0","2","353718806025207808","353718806025207808","1094118704247209987","1","F","S","S","S","B","F","D","",""
"v2czsj5","58795","1","Nakime","Demon Slayer: Kimetsu no Yaiba","4","Wed, 08 Nov 2023 03:34:15 GMT","1699414455741","149","","","","No","No","burn","","16","0","4","353718806025207808","353718806025207808","1094118704247209987","81","F","S","S","S","A","F","D","",""
"v2c4pf3","59440","1","Gorilla","Virtual-san Looking","3","Wed, 08 Nov 2023 03:17:16 GMT","1699413436812","19","","","","No","No","burn","","6","0","3","405795845443682317","353718806025207808","876904008319643699","10","F","S","S","F","F","F","D","",""
"v2cz3d1","45851","1","Myrtenaster","RWBY","2","Wed, 08 Nov 2023 03:04:06 GMT","1699412646378","10","","","","No","No","burn","","2","0","2","353718806025207808","353718806025207808","1094118704247209987","6","F","S","S","S","A","F","D","",""
"v2czgkh","24612","1","Ito Suzuno","Pretty Rhythm: Rainbow Live","2","Wed, 08 Nov 2023 02:46:58 GMT","1699411618222","6","","","","No","No","burn","","0","0","2","405795845443682317","353718806025207808","876904008319643699","4","F","S","S","F","F","F","D","",""
"v2c13t2","59089","1","Maria","Inferious Wakusei Senshi Gaiden Condition Green","2","Wed, 08 Nov 2023 02:33:57 GMT","1699410837827","2","","","","No","No","burn","","0","0","2","353718806025207808","353718806025207808","1094118704247209987","1","F","S","S","S","C","F","D","",""
"v2c1b5m","59134","1","Leontine Du Louv","Isekai Izakaya: Japanese Food from Another World","2","Wed, 08 Nov 2023 02:03:13 GMT","1699408993949","3","","","","No","No","burn","","0","0","2","353718806025207808","353718806025207808","1094118704247209987","1","F","S","S","S","S","F","D","",""
"v2c130c","8588","2","Muzét","Tales of Xillia","4","Wed, 08 Nov 2023 01:29:37 GMT","1699406977354","101","","","","No","No","burn","","2","0","4","353718806025207808","353718806025207808","1094118704247209987","56","F","S","S","S","S","F","D","",""
"v2c1qn2","58837","1","Velma R78","Space Adventure Cobra","2","Wed, 08 Nov 2023 01:10:14 GMT","1699405814313","1","","","","No","No","burn","","1","0","2","554419338229186571","353718806025207808","648031568756998155","0","F","S","S","F","F","F","D","",""
"v2cnkfs","27857","2","Nabiki Tendo","Ranma ½","1","Wed, 08 Nov 2023 00:58:54 GMT","1699405134267","8","","","","No","No","burn","","5","0","1","353718806025207808","353718806025207808","1094118704247209987","4","F","S","S","S","S","F","D","",""
"v2cnjk4","29245","1","Espio the Chameleon","Sonic X","2","Wed, 08 Nov 2023 00:27:26 GMT","1699403246397","13","","","","No","No","burn","","6","0","2","353718806025207808","353718806025207808","1094118704247209987","5","F","S","S","S","B","F","D","",""
"v2cnl28","52985","1","Bingou","One Piece","2","Wed, 08 Nov 2023 00:05:21 GMT","1699401921693","7","","","","No","No","anime","","1","0","2","297415220790296596","353718806025207808","648031568756998155","4","F","S","S","F","F","F","D","",""
"v2cj4hv","59143","1","General Gang Leader","My Bride Is a Mermaid","2","Tue, 07 Nov 2023 23:48:51 GMT","1699400931161","1","","","","No","No","burn","","0","0","2","353718806025207808","353718806025207808","1094118704247209987","0","F","S","S","S","A","F","D","",""
"v2cjbwd","58949","1","Harten","After War Gundam X","1","Tue, 07 Nov 2023 23:29:34 GMT","1699399774328","1","","","","No","No","burn","","0","0","1","231836318445862926","353718806025207808","648031568756998155","0","F","S","S","F","F","F","D","",""
"v2cbxkz","22630","1","Jinei Udoh","Rurouni Kenshin","2","Tue, 07 Nov 2023 23:18:41 GMT","1699399121342","2","","","","No","No","burn","","1","0","2","353718806025207808","353718806025207808","1094118704247209987","1","F","S","S","S","A","F","D","",""
"v2cb8k7","24571","1","Hutt River","Hetalia: The World Twinkle","3","Tue, 07 Nov 2023 22:45:17 GMT","1699397117378","11","","","","No","No","anime","","1","0","3","353718806025207808","353718806025207808","1094118704247209987","5","F","S","S","S","A","F","D","",""
"v2c56b0","28391","2","Daichi Kitaumekawa","Happy Sugar Life","2","Tue, 07 Nov 2023 22:00:06 GMT","1699394406485","17","","","","No","No","burn","","1","0","2","353718806025207808","353718806025207808","1094118704247209987","8","F","S","S","S","S","F","D","",""
"v2cv7dz","9979","4","Saki Tenjouin","To Love Ru","3","Tue, 07 Nov 2023 14:11:12 GMT","1699366272995","74","","","","No","No","","","1","0","3","353718806025207808","353718806025207808","1094118704247209987","43","F","S","S","S","S","F","D","",""
"v2cm6t2","34626","2","Thoma von Stockhausen","Legend of the Galactic Heroes","1","Tue, 07 Nov 2023 13:39:09 GMT","1699364349661","5","","","","No","No","burn","","1","0","1","353718806025207808","353718806025207808","1094118704247209987","1","F","S","S","S","S","F","D","",""
"v2cmxt1","58623","1","Ai","Aguu: Tensai Ningyou","0","Tue, 07 Nov 2023 13:08:31 GMT","1699362511925","1","","","","No","No","burn","","0","0","0","353718806025207808","353718806025207808","1094118704247209987","0","F","S","S","S","A","F","D","",""
"v26cxwt","32378","2","Oto Kogane","Dropout Idol Fruit Tart","3","Tue, 07 Nov 2023 12:33:40 GMT","1699360420491","47","","","","No","No","burn","","1","0","3","353718806025207808","353718806025207808","1094118704247209987","25","F","S","S","S","A","F","D","",""
"v26cz69","11452","1","Brocken North Braun Anhalt","Harem in the Labyrinth of Another World","1","Tue, 07 Nov 2023 12:02:14 GMT","1699358534059","4","","","","No","No","burn","","0","0","1","353718806025207808","353718806025207808","1094118704247209987","1","F","S","S","S","A","F","D","",""
"v2cmr4w","724","4","Almira","The Alchemist Code","2","Tue, 07 Nov 2023 11:33:20 GMT","1699356800779","56","","","","No","No","lownumber","","1","0","2","364897172560281600","353718806025207808","1094118704247209987","26","F","S","S","F","F","F","D","",""
"v2cm081","58976","1","Kai Sakurai","Dies irae","3","Tue, 07 Nov 2023 11:30:40 GMT","1699356640996","7","","","","No","No","burn","","1","0","3","353718806025207808","353718806025207808","1094118704247209987","4","F","S","S","S","A","F","D","",""
"v266p6b","59265","1","Izumon City Mayor","Casshan","1","Tue, 07 Nov 2023 10:57:58 GMT","1699354678860","1","","","","No","No","burn","","0","0","1","353718806025207808","353718806025207808","1094118704247209987","0","F","S","S","S","S","F","D","",""
"v26639q","59370","1","Mother at Aquarium","Penguindrum","2","Tue, 07 Nov 2023 10:24:18 GMT","1699352658502","1","","","","No","No","burn","","1","0","2","1170785849554763798","353718806025207808","648031568756998155","0","F","S","S","F","F","F","D","",""
"v26cblg","58843","1","Frey","Unbreakable Machine-Doll","3","Tue, 07 Nov 2023 10:12:54 GMT","1699351974402","15","","","","No","No","burn","","1","0","3","353718806025207808","353718806025207808","1094118704247209987","8","F","S","S","S","B","F","D","",""
"v2664d8","921","3","Butler","Mayo Chiki!","2","Tue, 07 Nov 2023 09:40:20 GMT","1699350020751","36","","","","No","No","lownumber","","0","0","2","353718806025207808","353718806025207808","1094118704247209987","21","F","S","S","S","A","F","D","",""
"v2664ns","59258","1","Jimsy","Future Boy Conan","4","Tue, 07 Nov 2023 09:24:20 GMT","1699349060342","5","","","","No","No","burn","","1","0","4","723365634913861662","353718806025207808","648031568756998155","1","F","S","S","F","D","F","D","",""
"v26xrwn","34157","2","Inarizushi","Food Fantasy","3","Tue, 07 Nov 2023 09:10:20 GMT","1699348220857","62","","","","No","No","pidge","","2","0","3","353718806025207808","353718806025207808","1094118704247209987","33","F","S","S","S","F","F","D","",""
"v26xxz3","59020","1","Shalon","Quiz Magic Academy","1","Tue, 07 Nov 2023 08:08:49 GMT","1699344529873","2","","","","No","No","burn","","0","0","1","295976492280578063","353718806025207808","648031568756998155","1","F","S","S","F","F","F","D","",""
"v26s7jd","59153","1","Killing Joke","Samurai Flamenco","3","Tue, 07 Nov 2023 07:57:49 GMT","1699343869638","5","","","","No","No","burn","","1","0","3","255769835307401216","353718806025207808","648031568756998155","1","F","S","S","F","F","F","D","",""
"v26xc3t","1741","2","Lum's Father","Urusei Yatsura","2","Tue, 07 Nov 2023 07:47:10 GMT","1699343230852","21","","","","No","No","burn","","1","0","2","353718806025207808","353718806025207808","1094118704247209987","13","F","S","S","S","A","F","D","",""
"v26sns1","59177","1","Hina Sakai","A Bridge to the Starry Skies","2","Tue, 07 Nov 2023 07:17:03 GMT","1699341423140","7","","","","No","No","pink","","1","0","2","353718806025207808","353718806025207808","1094118704247209987","4","F","S","S","S","B","F","D","",""
"v26sdx3","15370","1","Eden Academy Geometry Teacher","Spy x Family","1","Tue, 07 Nov 2023 06:44:37 GMT","1699339477359","6","","","","No","No","anime","","1","0","1","353718806025207808","353718806025207808","1094118704247209987","4","F","S","S","S","F","F","D","",""
"v26sls3","59195","1","Queen Victoria","Black Butler: Book of Circus","2","Tue, 07 Nov 2023 06:24:20 GMT","1699338260609","6","","","","No","No","burn","","1","0","2","320556141417332736","353718806025207808","648031568756998155","4","F","S","S","F","F","F","D","",""
"v26d344","58938","1","Tetsunosuke Ichimura","Francesca","2","Tue, 07 Nov 2023 06:13:46 GMT","1699337626796","4","","","","No","No","burn","","0","0","2","353718806025207808","353718806025207808","1094118704247209987","1","F","S","S","S","A","F","D","",""
"v267fs1","4199","2","Tomo Miyashiro","Extreme Hearts","1","Tue, 07 Nov 2023 05:43:38 GMT","1699335818964","14","","","","No","No","burn","","1","0","1","353718806025207808","353718806025207808","1094118704247209987","8","F","S","S","S","A","F","D","",""
"v26d0b6","30663","2","White Lactic Acid Cell","Cells at Work!!","1","Tue, 07 Nov 2023 05:13:26 GMT","1699334006305","10","","","","No","No","anime","","1","0","1","353718806025207808","353718806025207808","1094118704247209987","5","F","S","S","S","A","F","D","",""
"v263n8n","11229","3","Hisame","Fire Emblem Fates","1","Mon, 06 Nov 2023 21:11:56 GMT","1699305116713","13","","","","No","No","game","","1","0","1","353718806025207808","353718806025207808","1094118704247209987","5","F","S","S","S","B","F","D","",""
"v263r7q","56924","1","Isamu Yoshii","Woodpecker Detective's Office","2","Mon, 06 Nov 2023 20:05:20 GMT","1699301120511","3","","","","No","No","burn","","0","0","2","353718806025207808","353718806025207808","1094118704247209987","1","F","S","S","S","A","F","D","",""
"v26p9lg","1687","2","Molly","Akiba Maid War","1","Mon, 06 Nov 2023 18:24:22 GMT","1699295062048","19","","","","No","No","burn","","1","0","1","353718806025207808","353718806025207808","1094118704247209987","13","F","S","S","S","A","F","D","",""
"v26rqlt","58805","1","Receptionist","Aggretsuko 2","1","Mon, 06 Nov 2023 17:42:18 GMT","1699292538654","2","","","","No","No","burn","","1","0","1","353718806025207808","353718806025207808","1094118704247209987","1","F","S","S","S","F","F","D","",""
